taxlevel	rankID	taxon	daughterlevels	total	Lakeview1	Lakeview2	Lakeview3	Lakeview4	Lakeview5	Lakeview6	Lakeview7	Lakeview8
6	0.2.29.2.2.2.2	Phycisphaera	0	1	0	0	1	0	0	0	0	0
6	0.2.29.2.2.2.3	Phycisphaeraceae_unclassified	0	646	6	28	123	71	99	114	124	81
6	0.2.29.2.2.2.4	SM1A02	0	390	3	15	73	47	80	67	76	29
4	0.2.29.2.3	Pla1_lineage	1	2	2	0	0	0	0	0	0	0
5	0.2.29.2.3.1	Pla1_lineage_fa	1	2	2	0	0	0	0	0	0	0
6	0.2.29.2.3.1.1	Pla1_lineage_ge	0	2	2	0	0	0	0	0	0	0
4	0.2.29.2.4	Tepidisphaerales	1	7	3	0	0	1	0	1	0	2
5	0.2.29.2.4.1	WD2101_soil_group	1	7	3	0	0	1	0	1	0	2
6	0.2.29.2.4.1.1	WD2101_soil_group_ge	0	7	3	0	0	1	0	1	0	2
3	0.2.29.3	Pla3_lineage	1	1	1	0	0	0	0	0	0	0
4	0.2.29.3.1	Pla3_lineage_or	1	1	1	0	0	0	0	0	0	0
5	0.2.29.3.1.1	Pla3_lineage_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.29.3.1.1.1	Pla3_lineage_ge	0	1	1	0	0	0	0	0	0	0
3	0.2.29.4	Pla4_lineage	1	2	0	2	0	0	0	0	0	0
4	0.2.29.4.1	Pla4_lineage_or	1	2	0	2	0	0	0	0	0	0
5	0.2.29.4.1.1	Pla4_lineage_fa	1	2	0	2	0	0	0	0	0	0
6	0.2.29.4.1.1.1	Pla4_lineage_ge	0	2	0	2	0	0	0	0	0	0
3	0.2.29.5	Planctomycetacia	5	6588	308	370	824	1257	761	969	960	1139
4	0.2.29.5.1	Gemmatales	1	204	21	9	26	38	17	28	31	34
5	0.2.29.5.1.1	Gemmataceae	5	204	21	9	26	38	17	28	31	34
6	0.2.29.5.1.1.1	Fimbriiglobus	0	67	1	2	16	14	4	10	9	11
6	0.2.29.5.1.1.2	Gemmata	0	1	0	0	0	0	0	1	0	0
6	0.2.29.5.1.1.3	Gemmataceae_unclassified	0	1	0	1	0	0	0	0	0	0
6	0.2.29.5.1.1.4	Zavarzinella	0	2	2	0	0	0	0	0	0	0
6	0.2.29.5.1.1.5	uncultured	0	133	18	6	10	24	13	17	22	23
4	0.2.29.5.2	Isosphaerales	1	169	10	14	22	21	21	21	25	35
5	0.2.29.5.2.1	Isosphaeraceae	1	169	10	14	22	21	21	21	25	35
6	0.2.29.5.2.1.1	uncultured	0	169	10	14	22	21	21	21	25	35
4	0.2.29.5.3	Pirellulales	1	4836	228	290	601	892	572	702	710	841
5	0.2.29.5.3.1	Pirellulaceae	7	4836	228	290	601	892	572	702	710	841
6	0.2.29.5.3.1.1	Blastopirellula	0	178	5	3	22	35	25	20	25	43
6	0.2.29.5.3.1.2	Candidatus_Anammoximicrobium	0	5	2	3	0	0	0	0	0	0
6	0.2.29.5.3.1.3	Pir4_lineage	0	2	2	0	0	0	0	0	0	0
6	0.2.29.5.3.1.4	Pirellula	0	2677	87	123	325	535	256	392	404	555
6	0.2.29.5.3.1.5	Pirellulaceae_unclassified	0	23	4	2	1	3	2	5	3	3
6	0.2.29.5.3.1.6	Roseimaritima	0	1	0	0	0	0	0	0	0	1
6	0.2.29.5.3.1.7	uncultured	0	1950	128	159	253	319	289	285	278	239
4	0.2.29.5.4	Planctomycetales	3	1373	48	57	175	303	150	218	193	229
5	0.2.29.5.4.1	Rubinisphaeraceae	2	595	32	31	62	145	61	93	80	91
6	0.2.29.5.4.1.1	SH-PL14	0	5	3	2	0	0	0	0	0	0
6	0.2.29.5.4.1.2	uncultured	0	590	29	29	62	145	61	93	80	91
5	0.2.29.5.4.2	Schlesneriaceae	1	13	2	1	1	2	1	3	0	3
6	0.2.29.5.4.2.1	Schlesneria	0	13	2	1	1	2	1	3	0	3
5	0.2.29.5.4.3	uncultured	1	765	14	25	112	156	88	122	113	135
6	0.2.29.5.4.3.1	uncultured_ge	0	765	14	25	112	156	88	122	113	135
4	0.2.29.5.5	uncultured	1	6	1	0	0	3	1	0	1	0
5	0.2.29.5.5.1	uncultured_fa	1	6	1	0	0	3	1	0	1	0
6	0.2.29.5.5.1.1	uncultured_ge	0	6	1	0	0	3	1	0	1	0
3	0.2.29.6	Planctomycetes_unclassified	1	19	2	0	1	5	0	1	6	4
4	0.2.29.6.1	Planctomycetes_unclassified	1	19	2	0	1	5	0	1	6	4
5	0.2.29.6.1.1	Planctomycetes_unclassified	1	19	2	0	1	5	0	1	6	4
6	0.2.29.6.1.1.1	Planctomycetes_unclassified	0	19	2	0	1	5	0	1	6	4
3	0.2.29.7	vadinHA49	1	12	4	5	1	0	0	0	2	0
4	0.2.29.7.1	vadinHA49_or	1	12	4	5	1	0	0	0	2	0
5	0.2.29.7.1.1	vadinHA49_fa	1	12	4	5	1	0	0	0	2	0
6	0.2.29.7.1.1.1	vadinHA49_ge	0	12	4	5	1	0	0	0	2	0
2	0.2.30	Proteobacteria	4	69576	10083	7854	8095	11512	9210	7448	8320	7054
3	0.2.30.1	Alphaproteobacteria	18	19805	2203	1700	2490	2978	2834	2588	2685	2327
4	0.2.30.1.1	Acetobacterales	2	2671	128	301	367	368	413	373	408	313
5	0.2.30.1.1.1	Acetobacteraceae	4	2669	128	300	367	368	412	373	408	313
6	0.2.30.1.1.1.1	Acetobacteraceae_unclassified	0	67	1	2	10	9	15	13	9	8
6	0.2.30.1.1.1.2	Rhodovastum	0	1	0	0	0	0	0	0	1	0
6	0.2.30.1.1.1.3	Roseomonas	0	2455	126	291	339	341	373	334	369	282
6	0.2.30.1.1.1.4	uncultured	0	146	1	7	18	18	24	26	29	23
5	0.2.30.1.1.2	Acetobacterales_unclassified	1	2	0	1	0	0	1	0	0	0
6	0.2.30.1.1.2.1	Acetobacterales_unclassified	0	2	0	1	0	0	1	0	0	0
4	0.2.30.1.2	Alphaproteobacteria_unclassified	1	2096	104	183	310	338	341	289	286	245
5	0.2.30.1.2.1	Alphaproteobacteria_unclassified	1	2096	104	183	310	338	341	289	286	245
6	0.2.30.1.2.1.1	Alphaproteobacteria_unclassified	0	2096	104	183	310	338	341	289	286	245
4	0.2.30.1.3	Azospirillales	1	5	2	1	0	0	0	1	1	0
5	0.2.30.1.3.1	Azospirillaceae	2	5	2	1	0	0	0	1	1	0
6	0.2.30.1.3.1.1	Azospirillum	0	2	0	0	0	0	0	1	1	0
6	0.2.30.1.3.1.2	Niveispirillum	0	3	2	1	0	0	0	0	0	0
4	0.2.30.1.4	Caedibacterales	1	20	1	3	5	0	2	2	0	7
5	0.2.30.1.4.1	Caedibacteraceae	1	20	1	3	5	0	2	2	0	7
6	0.2.30.1.4.1.1	Caedibacter	0	20	1	3	5	0	2	2	0	7
4	0.2.30.1.5	Caulobacterales	2	1244	43	117	214	191	222	155	171	131
5	0.2.30.1.5.1	Caulobacteraceae	6	812	24	78	140	133	145	102	111	79
6	0.2.30.1.5.1.1	Asticcacaulis	0	1	0	0	1	0	0	0	0	0
6	0.2.30.1.5.1.2	Brevundimonas	0	74	8	17	8	11	7	11	7	5
6	0.2.30.1.5.1.3	Caulobacter	0	422	11	33	74	82	81	44	53	44
6	0.2.30.1.5.1.4	Caulobacteraceae_unclassified	0	224	5	21	49	26	36	31	36	20
6	0.2.30.1.5.1.5	Phenylobacterium	0	48	0	6	5	8	7	9	10	3
6	0.2.30.1.5.1.6	uncultured	0	43	0	1	3	6	14	7	5	7
5	0.2.30.1.5.2	Hyphomonadaceae	5	432	19	39	74	58	77	53	60	52
6	0.2.30.1.5.2.1	Hirschia	0	262	4	23	50	43	42	36	36	28
6	0.2.30.1.5.2.2	Hyphomonadaceae_unclassified	0	1	0	0	1	0	0	0	0	0
6	0.2.30.1.5.2.3	Hyphomonas	0	21	2	5	2	3	1	0	2	6
6	0.2.30.1.5.2.4	SWB02	0	120	5	7	19	10	32	12	19	16
6	0.2.30.1.5.2.5	UKL13-1	0	28	8	4	2	2	2	5	3	2
4	0.2.30.1.6	Elsterales	1	1	0	1	0	0	0	0	0	0
5	0.2.30.1.6.1	Elsteraceae	1	1	0	1	0	0	0	0	0	0
6	0.2.30.1.6.1.1	Elstera	0	1	0	1	0	0	0	0	0	0
4	0.2.30.1.7	Holosporales	1	100	15	21	13	9	15	3	13	11
5	0.2.30.1.7.1	Holosporaceae	3	100	15	21	13	9	15	3	13	11
6	0.2.30.1.7.1.1	Holosporaceae_ge	0	11	4	5	1	0	0	1	0	0
6	0.2.30.1.7.1.2	Holosporaceae_unclassified	0	6	3	2	1	0	0	0	0	0
6	0.2.30.1.7.1.3	uncultured	0	83	8	14	11	9	15	2	13	11
4	0.2.30.1.8	Micavibrionales	3	502	13	25	71	61	78	65	89	100
5	0.2.30.1.8.1	Micavibrionaceae	1	254	5	8	39	20	49	37	43	53
6	0.2.30.1.8.1.1	uncultured	0	254	5	8	39	20	49	37	43	53
5	0.2.30.1.8.2	Micavibrionales_unclassified	1	4	0	1	1	0	0	0	1	1
6	0.2.30.1.8.2.1	Micavibrionales_unclassified	0	4	0	1	1	0	0	0	1	1
5	0.2.30.1.8.3	uncultured	1	244	8	16	31	41	29	28	45	46
6	0.2.30.1.8.3.1	uncultured_ge	0	244	8	16	31	41	29	28	45	46
4	0.2.30.1.9	Paracaedibacterales	1	1461	21	82	182	281	210	254	191	240
5	0.2.30.1.9.1	Paracaedibacteraceae	5	1461	21	82	182	281	210	254	191	240
6	0.2.30.1.9.1.1	Candidatus_Captivus	0	25	0	2	3	3	3	9	2	3
6	0.2.30.1.9.1.2	Candidatus_Finniella	0	24	2	0	4	5	2	4	1	6
6	0.2.30.1.9.1.3	Candidatus_Paracaedibacter	0	5	1	0	1	0	0	2	0	1
6	0.2.30.1.9.1.4	Paracaedibacteraceae_unclassified	0	26	2	0	3	5	4	6	3	3
6	0.2.30.1.9.1.5	uncultured	0	1381	16	80	171	268	201	233	185	227
4	0.2.30.1.10	Reyranellales	1	5	0	2	1	0	0	0	1	1
5	0.2.30.1.10.1	Reyranellaceae	1	5	0	2	1	0	0	0	1	1
6	0.2.30.1.10.1.1	Reyranella	0	5	0	2	1	0	0	0	1	1
4	0.2.30.1.11	Rhizobiales	7	3779	150	167	455	660	542	600	637	568
5	0.2.30.1.11.1	A0839	1	3236	25	103	386	598	487	535	580	522
6	0.2.30.1.11.1.1	A0839_ge	0	3236	25	103	386	598	487	535	580	522
5	0.2.30.1.11.2	Beijerinckiaceae	5	227	20	21	42	35	28	29	29	23
6	0.2.30.1.11.2.1	Beijerinckiaceae_unclassified	0	99	3	5	20	14	18	15	15	9
6	0.2.30.1.11.2.2	FukuN57	0	3	0	1	0	0	0	2	0	0
6	0.2.30.1.11.2.3	Methylobacterium	0	2	0	0	0	0	0	0	1	1
6	0.2.30.1.11.2.4	Methylocystis	0	53	7	1	5	11	7	6	6	10
6	0.2.30.1.11.2.5	alphaI_cluster	0	70	10	14	17	10	3	6	7	3
5	0.2.30.1.11.3	Hyphomicrobiaceae	3	23	2	0	3	4	3	6	4	1
6	0.2.30.1.11.3.1	Hyphomicrobiaceae_unclassified	0	6	2	0	1	0	0	3	0	0
6	0.2.30.1.11.3.2	Hyphomicrobium	0	16	0	0	1	4	3	3	4	1
6	0.2.30.1.11.3.3	Pedomicrobium	0	1	0	0	1	0	0	0	0	0
5	0.2.30.1.11.4	Rhizobiaceae	4	6	2	1	1	0	0	2	0	0
6	0.2.30.1.11.4.1	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	0	2	1	0	1	0	0	0	0	0
6	0.2.30.1.11.4.2	Aureimonas	0	1	0	0	0	0	0	1	0	0
6	0.2.30.1.11.4.3	Ciceribacter	0	1	0	0	0	0	0	1	0	0
6	0.2.30.1.11.4.4	Rhizobiaceae_unclassified	0	2	1	1	0	0	0	0	0	0
5	0.2.30.1.11.5	Rhizobiales_Incertae_Sedis	6	247	95	41	18	18	19	23	20	13
6	0.2.30.1.11.5.1	Alsobacter	0	65	27	7	5	7	2	9	6	2
6	0.2.30.1.11.5.2	Bauldia	0	1	0	0	0	1	0	0	0	0
6	0.2.30.1.11.5.3	Nordella	0	8	6	2	0	0	0	0	0	0
6	0.2.30.1.11.5.4	Phreatobacter	0	2	1	0	0	0	0	0	1	0
6	0.2.30.1.11.5.5	Rhizobiales_Incertae_Sedis_unclassified	0	1	0	1	0	0	0	0	0	0
6	0.2.30.1.11.5.6	uncultured	0	170	61	31	13	10	17	14	13	11
5	0.2.30.1.11.6	Rhizobiales_unclassified	1	35	4	1	4	5	4	5	3	9
6	0.2.30.1.11.6.1	Rhizobiales_unclassified	0	35	4	1	4	5	4	5	3	9
5	0.2.30.1.11.7	Xanthobacteraceae	3	5	2	0	1	0	1	0	1	0
6	0.2.30.1.11.7.1	Bradyrhizobium	0	1	0	0	0	0	0	0	1	0
6	0.2.30.1.11.7.2	Xanthobacteraceae_unclassified	0	3	2	0	0	0	1	0	0	0
6	0.2.30.1.11.7.3	uncultured	0	1	0	0	1	0	0	0	0	0
4	0.2.30.1.12	Rhodobacterales	1	1833	758	215	176	160	186	110	139	89
5	0.2.30.1.12.1	Rhodobacteraceae	7	1833	758	215	176	160	186	110	139	89
6	0.2.30.1.12.1.1	Gemmobacter	0	1	1	0	0	0	0	0	0	0
6	0.2.30.1.12.1.2	Paracoccus	0	1	1	0	0	0	0	0	0	0
6	0.2.30.1.12.1.3	Pseudorhodobacter	0	18	15	2	0	0	0	1	0	0
6	0.2.30.1.12.1.4	Rhodobacter	0	105	82	20	2	1	0	0	0	0
6	0.2.30.1.12.1.5	Rhodobacteraceae_unclassified	0	1653	618	185	173	159	185	108	139	86
6	0.2.30.1.12.1.6	Rubellimicrobium	0	3	0	0	0	0	1	1	0	1
6	0.2.30.1.12.1.7	Tabrizicola	0	52	41	8	1	0	0	0	0	2
4	0.2.30.1.13	Rhodospirillales	7	1659	23	62	221	421	274	286	199	173
5	0.2.30.1.13.1	Magnetospiraceae	1	15	0	0	2	3	5	2	2	1
6	0.2.30.1.13.1.1	uncultured	0	15	0	0	2	3	5	2	2	1
5	0.2.30.1.13.2	Magnetospirillaceae	1	17	0	0	1	1	5	6	2	2
6	0.2.30.1.13.2.1	uncultured	0	17	0	0	1	1	5	6	2	2
5	0.2.30.1.13.3	Rhodopirillaceae	1	1	0	1	0	0	0	0	0	0
6	0.2.30.1.13.3.1	Defluviicoccus	0	1	0	1	0	0	0	0	0	0
5	0.2.30.1.13.4	Rhodospirillaceae	3	1619	22	58	218	417	264	278	193	169
6	0.2.30.1.13.4.1	Haematospirillum	0	1	1	0	0	0	0	0	0	0
6	0.2.30.1.13.4.2	Roseospirillum	0	1557	17	57	207	405	254	271	181	165
6	0.2.30.1.13.4.3	uncultured	0	61	4	1	11	12	10	7	12	4
5	0.2.30.1.13.5	Rhodospirillales_unclassified	1	2	1	0	0	0	0	0	0	1
6	0.2.30.1.13.5.1	Rhodospirillales_unclassified	0	2	1	0	0	0	0	0	0	1
5	0.2.30.1.13.6	Terasakiellaceae	1	1	0	1	0	0	0	0	0	0
6	0.2.30.1.13.6.1	Terasakiellaceae_unclassified	0	1	0	1	0	0	0	0	0	0
5	0.2.30.1.13.7	uncultured	1	4	0	2	0	0	0	0	2	0
6	0.2.30.1.13.7.1	uncultured_ge	0	4	0	2	0	0	0	0	2	0
4	0.2.30.1.14	Rickettsiales	8	2733	201	166	328	418	438	369	437	376
5	0.2.30.1.14.1	AB1	1	2	2	0	0	0	0	0	0	0
6	0.2.30.1.14.1.1	AB1_ge	0	2	2	0	0	0	0	0	0	0
5	0.2.30.1.14.2	Anaplasmataceae	1	1	1	0	0	0	0	0	0	0
6	0.2.30.1.14.2.1	Candidatus_Xenohaliotis	0	1	1	0	0	0	0	0	0	0
5	0.2.30.1.14.3	Midichloriaceae	4	299	11	8	40	59	70	47	43	21
6	0.2.30.1.14.3.1	Candidatus_Midichloria	0	184	0	0	23	46	45	34	26	10
6	0.2.30.1.14.3.2	MD3-55	0	9	0	2	2	1	0	0	1	3
6	0.2.30.1.14.3.3	Midichloriaceae_unclassified	0	12	0	1	2	1	1	2	3	2
6	0.2.30.1.14.3.4	uncultured	0	94	11	5	13	11	24	11	13	6
5	0.2.30.1.14.4	Mitochondria	1	33	4	12	0	0	2	6	3	6
6	0.2.30.1.14.4.1	Mitochondria_ge	0	33	4	12	0	0	2	6	3	6
5	0.2.30.1.14.5	Rickettsiaceae	5	911	153	82	102	86	151	96	119	122
6	0.2.30.1.14.5.1	Candidatus_Arcanobacter	0	3	2	1	0	0	0	0	0	0
6	0.2.30.1.14.5.2	Candidatus_Megaira	0	737	148	69	82	77	106	72	90	93
6	0.2.30.1.14.5.3	Rickettsia	0	41	0	0	4	2	12	8	10	5
6	0.2.30.1.14.5.4	Rickettsiaceae_unclassified	0	106	2	5	12	6	29	14	16	22
6	0.2.30.1.14.5.5	uncultured	0	24	1	7	4	1	4	2	3	2
5	0.2.30.1.14.6	Rickettsiales_Incertae_Sedis	1	1	0	1	0	0	0	0	0	0
6	0.2.30.1.14.6.1	Candidatus_Hepatincola	0	1	0	1	0	0	0	0	0	0
5	0.2.30.1.14.7	Rickettsiales_unclassified	1	24	5	6	4	3	3	0	1	2
6	0.2.30.1.14.7.1	Rickettsiales_unclassified	0	24	5	6	4	3	3	0	1	2
5	0.2.30.1.14.8	SM2D12	1	1462	25	57	182	270	212	220	271	225
6	0.2.30.1.14.8.1	SM2D12_ge	0	1462	25	57	182	270	212	220	271	225
4	0.2.30.1.15	SAR11_clade	1	73	5	6	6	8	11	11	13	13
5	0.2.30.1.15.1	Clade_III	1	73	5	6	6	8	11	11	13	13
6	0.2.30.1.15.1.1	Clade_III_ge	0	73	5	6	6	8	11	11	13	13
4	0.2.30.1.16	Sneathiellales	1	37	0	2	3	8	4	5	9	6
5	0.2.30.1.16.1	Sneathiellaceae	3	37	0	2	3	8	4	5	9	6
6	0.2.30.1.16.1.1	AT-s3-44	0	6	0	0	2	1	1	0	0	2
6	0.2.30.1.16.1.2	Sneathiellaceae_unclassified	0	17	0	2	1	3	1	2	5	3
6	0.2.30.1.16.1.3	Taonella	0	14	0	0	0	4	2	3	4	1
4	0.2.30.1.17	Sphingomonadales	1	1578	739	343	138	54	97	65	88	54
5	0.2.30.1.17.1	Sphingomonadaceae	11	1578	739	343	138	54	97	65	88	54
6	0.2.30.1.17.1.1	Blastomonas	0	1	1	0	0	0	0	0	0	0
6	0.2.30.1.17.1.2	Novosphingobium	0	10	6	1	1	0	1	0	1	0
6	0.2.30.1.17.1.3	Polymorphobacter	0	1	1	0	0	0	0	0	0	0
6	0.2.30.1.17.1.4	Porphyrobacter	0	3	1	0	0	0	0	1	1	0
6	0.2.30.1.17.1.5	Rhizorhapis	0	32	24	7	0	0	0	0	1	0
6	0.2.30.1.17.1.6	Sandaracinobacter	0	2	0	0	0	0	2	0	0	0
6	0.2.30.1.17.1.7	Sandarakinorhabdus	0	290	24	54	59	17	53	26	40	17
6	0.2.30.1.17.1.8	Sphingomonadaceae_unclassified	0	284	171	78	6	7	8	5	3	6
6	0.2.30.1.17.1.9	Sphingomonas	0	12	3	0	1	3	1	1	2	1
6	0.2.30.1.17.1.10	Sphingopyxis	0	7	5	2	0	0	0	0	0	0
6	0.2.30.1.17.1.11	Sphingorhabdus	0	936	503	201	71	27	32	32	40	30
4	0.2.30.1.18	uncultured	1	8	0	3	0	1	1	0	3	0
5	0.2.30.1.18.1	uncultured_fa	1	8	0	3	0	1	1	0	3	0
6	0.2.30.1.18.1.1	uncultured_ge	0	8	0	3	0	1	1	0	3	0
3	0.2.30.2	Deltaproteobacteria	17	4209	534	493	429	601	557	516	552	527
4	0.2.30.2.1	Bdellovibrionales	2	1709	293	232	134	211	201	183	226	229
5	0.2.30.2.1.1	Bacteriovoracaceae	4	638	193	147	47	49	58	40	46	58
6	0.2.30.2.1.1.1	Bacteriovoracaceae_unclassified	0	81	6	6	7	10	15	8	10	19
6	0.2.30.2.1.1.2	Bacteriovorax	0	5	3	2	0	0	0	0	0	0
6	0.2.30.2.1.1.3	Peredibacter	0	520	184	139	36	34	40	29	27	31
6	0.2.30.2.1.1.4	uncultured	0	32	0	0	4	5	3	3	9	8
5	0.2.30.2.1.2	Bdellovibrionaceae	2	1071	100	85	87	162	143	143	180	171
6	0.2.30.2.1.2.1	Bdellovibrio	0	735	24	32	67	132	105	118	131	126
6	0.2.30.2.1.2.2	OM27_clade	0	336	76	53	20	30	38	25	49	45
4	0.2.30.2.2	Bradymonadales	1	54	1	9	6	4	15	7	5	7
5	0.2.30.2.2.1	Bradymonadales_fa	1	54	1	9	6	4	15	7	5	7
6	0.2.30.2.2.1.1	Bradymonadales_ge	0	54	1	9	6	4	15	7	5	7
4	0.2.30.2.3	Deltaproteobacteria_Incertae_Sedis	1	5	4	0	0	1	0	0	0	0
5	0.2.30.2.3.1	Syntrophorhabdaceae	1	5	4	0	0	1	0	0	0	0
6	0.2.30.2.3.1.1	Syntrophorhabdus	0	5	4	0	0	1	0	0	0	0
4	0.2.30.2.4	Deltaproteobacteria_unclassified	1	213	39	23	18	31	26	23	34	19
5	0.2.30.2.4.1	Deltaproteobacteria_unclassified	1	213	39	23	18	31	26	23	34	19
6	0.2.30.2.4.1.1	Deltaproteobacteria_unclassified	0	213	39	23	18	31	26	23	34	19
4	0.2.30.2.5	Desulfarculales	1	17	8	8	0	0	0	1	0	0
5	0.2.30.2.5.1	Desulfarculaceae	2	17	8	8	0	0	0	1	0	0
6	0.2.30.2.5.1.1	Desulfatiglans	0	16	7	8	0	0	0	1	0	0
6	0.2.30.2.5.1.2	uncultured	0	1	1	0	0	0	0	0	0	0
4	0.2.30.2.6	Desulfobacterales	2	13	1	3	1	1	0	4	2	1
5	0.2.30.2.6.1	Desulfobacteraceae	4	6	1	3	0	0	0	1	1	0
6	0.2.30.2.6.1.1	Desulfatiferula	0	1	0	1	0	0	0	0	0	0
6	0.2.30.2.6.1.2	Desulfatirhabdium	0	1	0	0	0	0	0	1	0	0
6	0.2.30.2.6.1.3	Desulfobacteraceae_unclassified	0	1	0	1	0	0	0	0	0	0
6	0.2.30.2.6.1.4	Sva0081_sediment_group	0	3	1	1	0	0	0	0	1	0
5	0.2.30.2.6.2	Desulfobulbaceae	3	7	0	0	1	1	0	3	1	1
6	0.2.30.2.6.2.1	Desulfobulbaceae_ge	0	4	0	0	0	0	0	2	1	1
6	0.2.30.2.6.2.2	Desulfobulbaceae_unclassified	0	2	0	0	1	1	0	0	0	0
6	0.2.30.2.6.2.3	Desulfobulbus	0	1	0	0	0	0	0	1	0	0
4	0.2.30.2.7	Desulfovibrionales	1	2	0	0	0	0	1	1	0	0
5	0.2.30.2.7.1	Desulfomicrobiaceae	1	2	0	0	0	0	1	1	0	0
6	0.2.30.2.7.1.1	Desulfomicrobium	0	2	0	0	0	0	1	1	0	0
4	0.2.30.2.8	Desulfuromonadales	2	3	1	1	1	0	0	0	0	0
5	0.2.30.2.8.1	Desulfuromonadales_unclassified	1	1	0	1	0	0	0	0	0	0
6	0.2.30.2.8.1.1	Desulfuromonadales_unclassified	0	1	0	1	0	0	0	0	0	0
5	0.2.30.2.8.2	Geobacteraceae	1	2	1	0	1	0	0	0	0	0
6	0.2.30.2.8.2.1	Geobacter	0	2	1	0	1	0	0	0	0	0
4	0.2.30.2.9	MBNT15	1	1	1	0	0	0	0	0	0	0
5	0.2.30.2.9.1	MBNT15_fa	1	1	1	0	0	0	0	0	0	0
6	0.2.30.2.9.1.1	MBNT15_ge	0	1	1	0	0	0	0	0	0	0
4	0.2.30.2.10	Myxococcales	13	608	14	47	68	107	86	114	82	90
5	0.2.30.2.10.1	Archangiaceae	1	3	3	0	0	0	0	0	0	0
6	0.2.30.2.10.1.1	Anaeromyxobacter	0	3	3	0	0	0	0	0	0	0
5	0.2.30.2.10.2	BIrii41	1	2	1	1	0	0	0	0	0	0
6	0.2.30.2.10.2.1	BIrii41_ge	0	2	1	1	0	0	0	0	0	0
5	0.2.30.2.10.3	Blfdi19	1	26	2	3	2	3	1	4	2	9
6	0.2.30.2.10.3.1	Blfdi19_ge	0	26	2	3	2	3	1	4	2	9
5	0.2.30.2.10.4	Haliangiaceae	1	1	0	0	0	1	0	0	0	0
6	0.2.30.2.10.4.1	Haliangium	0	1	0	0	0	1	0	0	0	0
5	0.2.30.2.10.5	KD3-10	1	4	0	0	0	0	0	0	3	1
6	0.2.30.2.10.5.1	KD3-10_ge	0	4	0	0	0	0	0	0	3	1
5	0.2.30.2.10.6	Myxococcales_unclassified	1	56	1	6	5	11	2	9	12	10
6	0.2.30.2.10.6.1	Myxococcales_unclassified	0	56	1	6	5	11	2	9	12	10
5	0.2.30.2.10.7	P3OB-42	1	17	1	1	4	4	1	3	2	1
6	0.2.30.2.10.7.1	P3OB-42_ge	0	17	1	1	4	4	1	3	2	1
5	0.2.30.2.10.8	Phaselicystidaceae	1	220	0	9	23	37	32	49	38	32
6	0.2.30.2.10.8.1	Phaselicystis	0	220	0	9	23	37	32	49	38	32
5	0.2.30.2.10.9	Polyangiaceae	2	25	1	1	2	3	4	9	0	5
6	0.2.30.2.10.9.1	Pajaroellobacter	0	22	1	1	2	2	4	7	0	5
6	0.2.30.2.10.9.2	Polyangiaceae_unclassified	0	3	0	0	0	1	0	2	0	0
5	0.2.30.2.10.10	Sandaracinaceae	3	46	2	5	4	6	10	7	5	7
6	0.2.30.2.10.10.1	Sandaracinaceae_unclassified	0	1	0	0	0	1	0	0	0	0
6	0.2.30.2.10.10.2	Sandaracinus	0	31	1	2	3	5	6	5	5	4
6	0.2.30.2.10.10.3	uncultured	0	14	1	3	1	0	4	2	0	3
5	0.2.30.2.10.11	VHS-B4-70	1	2	0	2	0	0	0	0	0	0
6	0.2.30.2.10.11.1	VHS-B4-70_ge	0	2	0	2	0	0	0	0	0	0
5	0.2.30.2.10.12	bacteriap25	1	1	0	1	0	0	0	0	0	0
6	0.2.30.2.10.12.1	bacteriap25_ge	0	1	0	1	0	0	0	0	0	0
5	0.2.30.2.10.13	mle1-27	1	205	3	18	28	42	36	33	20	25
6	0.2.30.2.10.13.1	mle1-27_ge	0	205	3	18	28	42	36	33	20	25
4	0.2.30.2.11	NB1-j	1	82	0	2	12	19	14	8	18	9
5	0.2.30.2.11.1	NB1-j_fa	1	82	0	2	12	19	14	8	18	9
6	0.2.30.2.11.1.1	NB1-j_ge	0	82	0	2	12	19	14	8	18	9
4	0.2.30.2.12	NKB15	1	3	0	1	0	0	2	0	0	0
5	0.2.30.2.12.1	NKB15_fa	1	3	0	1	0	0	2	0	0	0
6	0.2.30.2.12.1.1	NKB15_ge	0	3	0	1	0	0	2	0	0	0
4	0.2.30.2.13	Oligoflexales	2	1236	154	122	150	185	184	152	156	133
5	0.2.30.2.13.1	0319-6G20	1	857	129	61	101	134	137	104	108	83
6	0.2.30.2.13.1.1	0319-6G20_ge	0	857	129	61	101	134	137	104	108	83
5	0.2.30.2.13.2	Oligoflexaceae	5	379	25	61	49	51	47	48	48	50
6	0.2.30.2.13.2.1	Candidatus_Turbabacter	0	3	2	1	0	0	0	0	0	0
6	0.2.30.2.13.2.2	Oligoflexaceae_unclassified	0	23	1	15	2	1	0	1	0	3
6	0.2.30.2.13.2.3	Oligoflexus	0	19	3	0	3	3	2	2	1	5
6	0.2.30.2.13.2.4	Silvanigrella	0	105	13	37	11	17	10	6	5	6
6	0.2.30.2.13.2.5	uncultured	0	229	6	8	33	30	35	39	42	36
4	0.2.30.2.14	PB19	1	13	0	5	0	2	4	1	1	0
5	0.2.30.2.14.1	PB19_fa	1	13	0	5	0	2	4	1	1	0
6	0.2.30.2.14.1.1	PB19_ge	0	13	0	5	0	2	4	1	1	0
